Producto, Volumen mtro3
403,0.006729
404,0.025285
405,0.356409
406,0.535008
407,0.134097
408,0.1241
409,0.0014112
410,0.29626047
411,0.06
412,0.001125
413,0.000181
414,0.006904
415,0.002554
416,0.002159
417,0.768824
418,0.091557
419,0.020121
420,0.0045
421,0.119167
422,0.03
423,0.00039187
424,0.16052623
425,0.39166253
426,0.06
427,0.001
428,0.086225
429,0.094
430,7.33e-06
431,6.75e-06
432,0.000646
433,0.006904
434,0.48
435,0.08
436,0.000603
437,7.64e-06
438,0.02
439,0.006115
440,0.01440517
441,0.02254992
442,0.001
443,0.00083164
444,0.537464
445,0.253318
446,0.04
447,0.00449
448,0.008536
449,0.00296
450,0.020912
451,0.0024371
452,0.0354
453,0.0035158
454,0.00094812
455,0.001
456,0.007449
457,0.02298751
458,1.12
459,0.001
460,0.0072
461,0.000456
462,0.00642
463,3.394e-05
464,0.0459841
465,0.001125
466,0.017202
467,0.05936
468,0.0002
469,0.01440517
470,0.0005
471,0.00430529
472,0.0009539
473,0.01781848
474,0.0005428
475,5.08e-06
476,0.006222
477,0.000698
478,0.001125
479,0.30705
480,0.00434296
481,0.007918
482,0.020335
483,0.000294
484,0.01
485,0.017202
486,0.001
487,0.169
488,0.0009568
489,0.002793
490,0.15
491,0.0001
492,0.001
493,0.00430529
494,0.002775
495,0.006235
496,0.005242
497,0.00712041
498,0.05145
499,0.000601
500,0.134097
501,0.001597
502,0.00229729
503,0.556999
504,0.014047
505,0.020335
506,0.000132
507,0.00094812
508,0.00054
509,0.00093499
510,0.000132
511,0.011129
512,0.000132
513,0.000298
514,0.22
515,0.001125
516,0.174182
517,0.007013
518,0.076162
519,0.0505
520,0.0009568
521,0.055245
522,0.01
523,0.005242
524,0.013735
525,0.00054033
526,0.402068
527,0.001
528,0.040125
529,0.0024371
530,0.00836071
531,0.0436
532,0.00986415
533,0.056515
534,0.006222
535,0.028782
536,0.001125
537,0.0001
538,0.020912
539,0.02464
540,0.021026
541,0.107047
542,0.0009958
543,0.061204
544,0.16052623
545,0.00836071
546,0.000322
547,0.0066283
548,0.001
549,0.00094812
550,0.0009568
551,0.014321
552,0.00345244
553,0.21735
554,0.03
555,0.62437233
556,0.000852
557,0.00057302
558,0.003809
559,0.09
560,2.5891
561,8e-06
562,0.037003
563,0.010036
564,0.020912
565,0.002956
566,0.301999
567,0.62437233
568,0.000646
569,0.000456
570,0.00054033
571,0.001125
572,0.000611
573,0.006493
574,0.001
575,0.02254992
576,0.39166253
577,0.01781848
578,0.000611
579,0.009075
580,0.00057302
581,0.17
582,0.0001
583,0.01
584,0.00053478
585,0.093329
586,0.7943
587,0.00345244
588,0.0009568
589,0.0144
590,0.0009144
591,0.0014112
592,0.00296
593,0.000426
594,0.81
595,0.006893
596,0.00093183
597,0.006075
598,0.003868
599,1e-06
600,0.00296
601,6.75e-06
602,0.1182
603,0.00094812
604,7.423e-05
605,0.0004
606,0.56
607,0.006729
608,0.01
609,0.0009568
610,0.1226
611,0.006157
612,0.0097
613,1.1983904
614,0.0001
615,0.027193
616,0.008536
617,0.0003426
618,0.0009568
619,0.0035158
620,0.002554
621,0.037489
622,0.006624
623,0.003434
624,0.0009323
625,0.006235
626,0.000601
627,0.83
628,4.682e-05
629,0.008536
630,0.00198
631,0.0460025
632,0.026416
633,0.0009568
634,2.248e-05
635,0.066151
636,0.006185
637,0.234
638,0.1815
639,0.0009568
640,0.134097
641,0.01319738
642,0.0001
643,0.002975
644,0.08797584
645,0.081
646,0.025238
647,0.01032407
648,0.02122
649,0.00072
650,0.0001
651,0.0008
652,0.00083164
653,0.384
654,0.00054
655,0.18921641
656,0.050509
657,0.0009568
658,0.07
659,0.011129
660,6.135e-05
661,0.00054
662,0.001125
663,0.03
664,0.229875
665,1.276e-05
666,0.00214414
667,0.001
668,0.000603
669,0.556999
670,0.001081
671,0.00094812
672,1.276e-05
673,0.00391763
674,0.001125
675,0.08151985
676,0.0009568
677,0.0037
678,0.000852
679,0.24861992
680,0.868185
681,0.00093183
682,0.009155
683,0.011231
684,0.000181
685,0.223125
686,0.723
687,0.010939
688,0.03728076
689,0.001826
690,0.001125
691,0.055245
692,0.21224313
693,0.22
694,0.000601
695,0.020501
696,0.236
697,0.001125
698,1.12
699,0.000266
700,0.000432
701,0.006222
702,1.276e-05
703,0.054
704,0.001125
705,0.94
706,0.02066131
707,0.134097
708,0.03
709,0.0003
710,0.00383189
711,0.01269132
712,0.00391763
713,0.006755
714,0.053006
715,0.0001
716,0.014749
717,0.1277
718,0.01842676
719,0.001
720,0.0009568
721,0.00116481
722,0.000266
723,0.43168
724,0.00054
725,0.67973333
726,0.24861992
727,0.205264
728,0.00054033
729,0.005542
730,0.0009539
731,0.001125
732,0.310659
733,0.05936
734,0.28052
735,0.014749
736,0.028782
737,0.0009568
738,0.001
739,0.001
740,0.006893
741,0.055245
742,0.050449
743,0.028782
744,0.053006
745,0.0009568
746,0.0009568
747,0.000601
748,0.723
749,0.001826
750,0.000764
751,0.000852
752,2.414e-05
753,0.055245
754,0.0032992
755,0.343217
756,0.191
757,0.03
758,0.62437233
759,0.62437233
760,0.723
761,0.001
762,0.144
763,0.000474
764,0.020335
765,0.001125
766,0.007159
767,1.35e-05
768,0.00712041
769,0.029526
770,0.000603
771,0.002159
772,0.02464
773,0.00189
774,0.004511
775,0.253318
776,0.06
777,0.006235
778,0.0009568
779,0.000474
780,0.001125
781,1.181
782,0.00024
783,0.037606
784,1.276e-05
785,0.0009323
786,0.00054
787,0.00029
788,0.39166253
789,0.83
790,0.028782
791,0.535008
792,0.00105
793,0.00056
794,0.00094812
795,0.0009568
796,0.0010599
797,0.607616
798,0.08993931
799,0.06
800,0.0009568
801,0.0009568
802,0.060912
803,0.0001
804,0.006235
805,0.00053478
806,0.0009568
807,0.0009568
808,0.08006072
809,0.002554
810,0.08098224
811,0.007159
812,0.0009568
813,0.004576
814,0.000603
815,0.025238
816,0.00449
817,6e-05
818,0.0001
819,0.9137
820,1.02375
821,0.0263
822,0.001
823,0.0001
824,0.0009568
825,0.00105
826,0.0009568
827,0.055245
828,0.00049945
829,1.96
830,0.0009568
831,0.000603
832,0.000601
833,0.01
834,0.128078
835,0.000474
836,0.0009568
837,0.028782
838,0.046322
839,0.00054
840,0.006222
841,0.17
842,0.00084832
843,0.02298751
844,0.001125
845,0.0009958
846,0.05
847,0.001
848,0.011129
849,0.8267
850,0.00642
851,0.0062613
852,0.053006
853,0.0009568
854,0.000735
855,0.0001
856,4.682e-05
857,0.0009568
858,0.001125
859,0.0006
860,0.020335
861,0.001
862,0.014088
863,0.000266
864,0.94
865,0.9208
866,0.00852
867,0.54717
868,0.556999
869,0.39166253
870,0.06404
871,0.00061861
872,1.376
873,0.167808
874,0.00054033
875,0.00029034
876,0.002205
877,0.006235
878,0.004039
879,0.055245
880,0.384
881,1.46259
882,0.001
883,0.0009568
884,0.00052
885,0.0009568
886,0.002554
887,0.001
888,0.00053478
889,0.006235
890,0.00214414
891,0.485998
892,1.276e-05
893,1.908
894,0.497666
895,0.01277
896,0.001125
897,0.006185
898,0.9176
899,0.00642
900,0.01
901,0.744205
902,0.0009568
903,0.001
904,0.044528
905,0.019193
906,0.0505
907,7.31e-06
908,0.006904
909,0.000646
910,0.00712041
911,0.001597
912,0.114
913,0.013735
914,0.00057134
915,0.01
916,0.006235
917,0.01
918,0.006729
919,0.002956
920,0.053006
921,2e-06
922,0.9137
923,0.0009539
924,0.006893
925,0.655312
926,0.017281
927,0.055245
928,0.0263
929,1.35e-05
930,1.61431182
931,0.011129
932,0.0298
933,0.000792
934,0.006222
935,4.229e-05
936,0.005537
937,0.028782
938,0.0035158
939,0.001
940,0.119952
941,0.29626047
942,3.79e-06
943,0.0009568
944,0.723
945,0.00099773
946,0.21735
947,0.00063091
948,0.04
949,0.014321
950,0.011231
951,1.96
952,0.00054033
953,0.001252
954,0.000474
955,0.002975
956,0.007159
957,0.001125
958,0.006235
959,0.028782
960,0.00094812
961,0.00285845
962,0.868185
963,0.0001
964,0.001125
965,0.0004
966,0.000988
967,0.163511
968,0.013735
969,0.0009568
970,0.002747
971,0.006222
972,0.0009568
973,0.000792
974,0.03795953
975,0.0009958
976,0.0009539
977,0.107047
978,3.394e-05
979,0.13395791
980,0.001
981,0.0038214
982,0.0009568
983,0.00093183
984,0.011231
985,0.00105
986,0.0493
987,0.007013
988,0.163511
989,0.00052922
990,0.028782
991,0.00029034
992,0.67774
993,0.029526
994,0.214957
995,0.008924
996,0.001
997,0.831
998,0.006222
999,0.002568
1000,0.11
1001,0.00642
1002,0.0009568
1003,0.21224313
1004,0.0072
1005,0.003868
1006,0.39166253
1007,0.002956
1008,0.118
1009,0.006904
1010,0.000322
1011,0.0035158
1012,0.1182
1013,0.20382264
1014,0.0026887
1015,0.253318
1016,0.013735
1017,6.6e-06
1018,0.001125
1019,0.00094812
1020,0.001826
1021,0.118
1022,0.0001
1023,0.050449
1024,0.001
1025,0.001125
1026,0.0009568
1027,0.028782
1028,0.000426
1029,0.01
1030,0.001597
1031,0.001125
1032,0.006235
1033,0.02
1034,0.12702616
1035,0.0009568
1036,0.00054
1037,0.00056
1038,0.000266
1039,0.00015121
1040,0.57174
1041,0.00054033
1042,0.03
1043,0.01146429
1044,0.022503
1045,0.000322
1046,0.00094812
1047,0.0009539
1048,0.0009568
1049,0.00054
1050,0.00642
1051,2.053
1052,0.178748
1053,0.003868
1054,0.119167
1055,0.0009568
1056,0.01
1057,0.001597
1058,0.0009568
1059,0.000611
1060,0.000166
1061,0.0009568
1062,0.0009539
1063,0.3025
1064,0.001125
1065,0.02331
1066,1.0665
1067,0.000601
1068,0.000132
1069,0.00642
1070,0.01842676
1071,0.002793
1072,0.017202
1073,0.086225
1074,0.0070748
1075,0.0009568
1076,0.013735
1077,5.08e-06
1078,0.00836071
1079,1.46035
1080,0.000852
1081,0.00054
1082,0.001
1083,0.00035347
1084,0.050449
1085,0.001372
1086,0.022503
1087,0.0001
1088,0.000601
1089,0.001
1090,0.022503
1091,0.043661
1092,0.03
1093,0.020912
1094,0.0001
1095,0.07844938
1096,0.00712041
1097,0.00041411
1098,0.119167
1099,0.0296
1100,0.0009568
1101,0.00049945
1102,0.00057134
1103,0.0009568
1104,1.12
1105,0.00712
1106,0.000988
1107,0.002997
1108,0.01032407
1109,0.00057302
1110,0.0009568
1111,0.0009539
1112,0.00054
1113,0.0009568
1114,0.12
1115,0.0062613
1116,0.034904
1117,0.00345244
1118,0.003394
1119,0.097
1120,0.0009568
1121,0.0009568
1122,0.12
1123,0.013735
1124,0.001125
1125,0.00056
1126,0.055245
1127,0.001
1128,0.0009568
1129,0.00712041
1130,0.54717
1131,0.055245
1132,0.0009568
1133,0.000456
1134,6.89e-05
1135,0.001
1136,0.020912
1137,0.006235
1138,0.0009958
1139,0.0773
1140,0.00712041
1141,0.0436
1142,0.28865747
1143,0.02
1144,0.000792
1145,0.06218105
1146,6e-06
1147,0.128078
1148,0.0009568
1149,0.003984
1150,1.61e-05
1151,0.00712041
1152,0.003017
1153,0.0009568
1154,0.000603
1155,0.006222
1156,0.019193
1157,0.00054
1158,1.56427
1159,0.01
1160,0.002956
1161,0.06
1162,0.000601
1163,0.163511
1164,0.011129
1165,0.0035158
1166,0.0066283
1167,0.000266
1168,1.276e-05
1169,0.32126
1170,0.002007
1171,0.01153
1172,0.043661
1173,0.001125
1174,0.0009
1175,0.0084
1176,0.00408
1177,0.00852
1178,0.004479
1179,0.020912
1180,0.001
1181,0.000149
1182,0.000611
1183,0.000792
1184,0.0009568
1185,0.00296
1186,0.06
1187,0.001
1188,0.070148
1189,0.00054
1190,0.24423917
1191,0.086225
1192,0.30598365
1193,0.0009568
1194,0.016224
1195,0.128078
1196,0.0015
1197,0.002007
1198,0.017281
1199,0.001
1200,0.0009568
1201,0.282558
1202,0.0001
1203,0.0009568
1204,0.006235
1205,0.001287
1206,1.751747
1207,0.1815
1208,0.001125
1209,0.176
1210,0.07754
1211,0.01715
1212,0.14
1213,0.00105
1214,0.0001
1215,0.01440517
1216,0.000603
1217,0.0009568
1218,0.070148
1219,0.0009568
1220,0.01
1221,0.013128
1222,0.000785
1223,0.0009568
1224,0.008924
1225,0.0493
1226,0.006222
1227,0.00054
1228,0.3854965
1229,0.0009568
1230,0.02612
1231,0.06
1232,0.071824
1233,0.526842
1234,0.08
1235,0.18921641
1236,0.027193
1237,1.68e-05
1238,0.09
1239,0.075924
1240,0.0009568
1241,0.08993931
1242,0.0001
1243,0.0009568
1244,0.0170786
1245,0.055758
1246,0.00054
1247,0.000698
1248,0.01
1249,0.0009568
1250,0.001125
1251,0.0009958
1252,0.00285845
1253,0.0009323
1254,0.006235
1255,0.0009958
1256,0.0768
1257,0.019
1258,0.0072
1259,0.017202
1260,0.0001
1261,0.091266
1262,0.001125
1263,3.25
1264,0.0009568
1265,0.13395791
1266,0.01032407
1267,0.02
1268,0.00054
1269,0.103
1270,0.027193
1271,0.0170786
1272,0.3325
1273,0.003017
1274,0.24861992
1275,1.0488
1276,0.053006
1277,0.109125
1278,0.553696
1279,0.001125
1280,0.019193
1281,0.0503
1282,0.00329
1283,0.006755
1284,0.020912
1285,0.00105
1286,0.093329
1287,6.74e-06
1288,0.0009568
1289,0.178748
1290,0.0009568
1291,6.75e-06
1292,0.000456
1293,0.000601
1294,0.00054
1295,0.006235
1296,0.0009568
1297,0.000611
1298,0.009247
1299,0.01
1300,0.00345244
1301,0.000603
1302,0.004511
1303,0.001125
1304,0.000603
1305,0.000611
1306,0.05145
1307,0.02464
1308,0.031977
1309,0.02987
1310,0.000413
1311,0.0009958
1312,0.0062613
1313,0.001261
1314,0.0009539
1315,0.00099773
1316,0.2248
1317,0.031977
1318,0.00056
1319,0.086225
1320,0.053006
1321,0.006075
1322,0.001125
1323,0.00049945
1324,0.013794
1325,6e-05
1326,0.05
1327,0.0194
1328,1.276e-05
1329,0.000663
1330,0.67973333
1331,0.001
1332,0.02254992
1333,0.001
1334,0.0008
1335,0.08
1336,0.001633
1337,0.001235
1338,0.001637
1339,0.000852
1340,0.031977
1341,0.68
1342,0.003017
1343,0.011231
1344,0.082965
1345,0.00054
1346,0.000294
1347,0.556999
1348,0.00345244
1349,0.029341
1350,1.56427
1351,0.0004788
1352,0.00054
1353,0.002956
1354,7.64e-06
1355,0.1226
1356,0.006222
1357,0.0018891
1358,0.0009958
1359,0.0009568
1360,0.066304
1361,0.0009568
1362,0.01
1363,0.013735
1364,0.0009568
1365,0.707465
1366,0.002956
1367,0.02980757
1368,0.00083164
1369,0.0062613
1370,0.00053854
1371,0.000764
1372,0.006235
1373,1.99605
1374,0.00056
1375,0.0009568
1376,0.00345244
1377,0.0001
1378,0.000601
1379,0.004511
1380,0.082965
1381,0.00164
1382,0.06
1383,0.00996
1384,0.003434
1385,0.93684575
1386,0.0009568
1387,0.43223889
1388,0.025238
1389,7.33e-06
1390,0.0768
1391,0.009683
1392,0.006755
1393,0.0009568
1394,0.000456
1395,0.003157
1396,0.29626047
1397,1.276e-05
1398,0.06
1399,0.00054033
1400,0.007474
1401,0.001
1402,0.02
1403,0.0001
1404,0.00399
1405,0.000389
1406,0.000603
1407,0.3
1408,0.026416
1409,0.000926
1410,0.001125
1411,0.11253967
1412,0.0009568
1413,0.00015121
1414,0.01
1415,0.556999
1416,0.00094812
1417,0.082965
1418,0.107047
1419,0.22019
1420,0.001125
1421,0.253318
1422,0.011231
1423,0.134097
1424,0.003868
1425,0.0037
1426,0.0009568
1427,0.00036
1428,0.01
1429,0.0436
1430,0.9363
1431,0.001125
1432,0.000322
1433,0.002793
1434,0.00988
1435,6.89e-05
1436,0.00053478
1437,0.001
1438,0.0008218
1439,1e-06
1440,1.68e-05
1441,0.000646
1442,0.003434
1443,0.003394
1444,0.011648
1445,0.174182
1446,0.001181
1447,0.020912
1448,1.81
1449,1.276e-05
1450,0.223125
1451,0.0001
1452,0.07
1453,0.00056
1454,0.05
1455,0.0001
1456,0.00056
1457,8e-06
1458,0.000322
1459,0.02671
1460,0.00105
1461,0.54717
1462,1.12
1463,0.00094812
1464,0.609348
1465,0.001
1466,0.006222
1467,0.01623866
1468,0.00112
1469,0.0009568
1470,0.003434
1471,0.017281
1472,0.00054
1473,0.00296
1474,0.006904
1475,0.028059
1476,0.0062613
1477,1.12
1478,0.039855
1479,0.001
1480,0.020121
1481,0.485998
1482,0.0692
1483,0.00057134
1484,0.055245
1485,1e-06
1486,0.020912
1487,0.001211
1488,0.020912
1489,0.01269132
1490,0.001125
1491,0.00093183
1492,0.001372
1493,0.30705
1494,0.105
1495,0.723
1496,0.00094812
1497,0.0009323
1498,3.05
1499,0.002007
1500,0.20382264
1501,0.00296
1502,0.0070748
1503,0.0009958
1504,1.5e-06
1505,0.497666
1506,0.00642
1507,0.0132
1508,0.0170786
1509,0.00021
1510,0.006222
1511,0.109
1512,0.24861992
1513,0.405144
1514,0.00642
1515,0.00296
1516,0.0001
1517,0.39166253
1518,1.767
1519,2.4e-05
1520,0.003434
1521,0.001081
1522,0.3885
1523,0.04
1524,0.00068303
1525,0.0035158
1526,0.006235
1527,0.0009568
1528,0.12096
1529,0.006904
1530,0.0009568
1531,0.093329
1532,1.61e-05
1533,0.031977
1534,0.06
1535,0.00055037
1536,0.004752
1537,0.001125
1538,0.00101
1539,0.006893
1540,0.829581
1541,0.05121
1542,0.3325
1543,0.000611
1544,0.01164375
1545,0.025238
1546,0.000988
1547,0.09
1548,0.0009568
1549,0.253318
1550,0.05415562
1551,0.00642
1552,6.75e-06
1553,9.14e-05
1554,0.00449
1555,0.027532
1556,0.497666
1557,0.006904
1558,0.008924
1559,0.08993931
1560,0.00093183
1561,0.00988
1562,0.0009568
1563,0.00094812
1564,0.0001
1565,0.000373
1566,0.0053929
1567,0.223125
1568,0.00093183
1569,0.1815
1570,0.018324
1571,0.038
1572,0.0001
1573,6.135e-05
1574,6.135e-05
1575,1.376
1576,0.17304
1577,0.003696
1578,6.75e-06
1579,0.0009539
1580,0.004511
1581,0.53
1582,0.00052922
1583,0.000234
1584,0.000792
1585,0.007013
1586,0.001135
1587,6.135e-05
1588,0.0009568
1589,0.055245
1590,0.0035158
1591,0.000539
1592,1e-06
1593,0.0009568
1594,0.001
1595,0.001125
1596,0.018925
1597,0.00093183
1598,0.000413
1599,0.00053962
1600,0.0001
1601,0.0070502
1602,0.001
1603,0.30705
1604,0.285304
1605,0.002554
1606,0.0009568
1607,0.0009568
1608,0.001
1609,0.08006072
1610,0.0009323
1611,0.011231
1612,0.003868
1613,0.001
1614,0.001235
1615,0.00214414
1616,0.00054
1617,0.00434296
1618,0.000322
1619,0.02298751
1620,0.006222
1621,0.00094812
1622,0.001
1623,0.002975
1624,0.006235
1625,0.3325
1626,0.00054
1627,0.27216
1628,0.093329
1629,0.0001
1630,3.394e-05
1631,0.02254992
1632,0.001826
1633,0.004576
1634,1.6
1635,0.001
1636,0.056766
1637,0.0460025
1638,0.31
1639,0.00011827
1640,0.000792
1641,0.00071
1642,0.0009568
1643,0.241743
1644,0.17304
1645,0.020912
1646,0.026416
1647,0.0009568
1648,0.006
1649,3.79e-06
1650,3.394e-05
1651,0.008536
1652,0.000611
1653,0.13395791
1654,0.02127219
1655,0.253318
1656,0.0114272
1657,3.25
1658,0.001125
1659,0.071824
1660,0.077204
1661,1.276e-05
1662,0.020501
1663,0.17753
1664,0.008012
1665,0.0298
1666,0.08993931
1667,0.0009958
1668,0.0009568
1669,0.053006
1670,0.011583
1671,0.003394
1672,0.028782
1673,7.31e-06
1674,9.52e-05
1675,0.00445
1676,0.001
1677,0.000646
1678,0.32126
1679,3.79e-06
1680,0.0001
1681,0.01842676
1682,0.03232226
1683,0.00083164
1684,0.62437233
1685,0.007783
1686,0.06
1687,0.21735
1688,0.0009568
1689,0.0003426
1690,0.001
1691,0.114
1692,0.0114272
1693,0.001125
1694,0.24861992
1695,0.343217
1696,0.08575
1697,0.000413
1698,1.99605
1699,0.00037816
1700,0.00083164
1701,0.001125
1702,0.04
1703,0.02916
1704,0.050449
1705,0.00061861
1706,0.097
1707,0.253318
1708,0.039855
1709,0.002975
1710,0.0001
1711,0.000474
1712,0.001
1713,0.4205
1714,0.014047
1715,0.006893
1716,0.001826
1717,0.0009568
1718,0.00101
1719,6.135e-05
1720,0.0066283
1721,0.537464
1722,0.67973333
1723,0.0009539
1724,0.0298
1725,0.000611
1726,0.48
1727,7.78e-05
1728,0.003017
1729,0.00438691
1730,0.00214414
1731,0.0035158
1732,0.0009568
1733,0.30705
1734,0.162957
1735,0.006893
1736,0.0170786
1737,0.57174
1738,0.002007
1739,0.022503
1740,3.25
1741,0.253318
1742,3.394e-05
1743,0.0009568
1744,0.0009568
1745,0.07
1746,0.02
1747,0.002554
1748,0.223125
1749,0.0053929
1750,0.00105
1751,0.000216
1752,0.00049945
1753,0.006755
1754,0.006235
1755,0.00816903
1756,0.0009568
1757,0.011231
1758,0.01
1759,0.0009539
1760,0.0009568
1761,0.129
1762,0.002793
1763,0.001
1764,0.000646
1765,0.00056
1766,0.54
1767,0.0009144
1768,0.17304
1769,0.54
1770,0.03
1771,0.001
1772,0.020912
1773,0.019193
1774,0.1277
1775,0.050509
1776,0.03
1777,0.001125
1778,0.00642
1779,0.109125
1780,0.000792
1781,0.022289
1782,0.0009539
1783,0.000426
1784,0.0003426
1785,0.020121
1786,0.128
1787,0.03728076
1788,0.055245
1789,0.02
1790,0.30705
1791,0.025238
1792,0.0009568
1793,0.00438
1794,0.001
1795,1.276e-05
1796,7.423e-05
1797,0.000322
1798,0.002554
1799,0.0009568
1800,0.0009568
1801,0.10157854
1802,0.24423917
1803,0.056766
1804,0.01
1805,0.046942
1806,0.0009568
1807,0.001125
1808,0.0263
1809,0.0009568
1810,0.0001
1811,0.002975
1812,0.009247
1813,0.000735
1814,0.01
1815,0.00084832
1816,0.0009568
1817,0.00052
1818,0.000216
1819,0.00852
1820,0.003434
1821,0.0009568
1822,0.0001
